Heading,Publisher,Date,Body
Mel Gibson: I've been sober for 10 years,PTI,"Sep 11, 2017, 22:09 IST",
Gujarat budget 2018: Triple-excise high for liquor,TNN,"Feb 21, 2018, 08:02 IST","Permit holders, your elusive evening drink just got more expensive. After tightening the liquor laws, Gujarat government trained its gun on liquor sold through 58 permit shops to raise more revenue as it jacked up excise duty on alcohol by three times. The transportation and special fee levied on India Made Foreign Liquor (IMFL) has also been hiked by 200%.What’s more, the government has also gone ahead and for the first time imposed a ‘special fee’ on foreign liquor imported from outside India.Government aims to generate an estimated Rs 106.32 crore in additional revenues through hike in excise duty and other fees.A back of the envelope calculation suggests that average bottle of whiskey or rum sourced from permit shops will become dearer by at least Rs 300 considering the hike in excise and other fees. Sources say the impact of the hikes imposed will send prices of liquor sold in the black market through the roof as bootleggers tend to charge three times any price hike on officially sourced liquor."
All alcohol outlets now under food safety ambit,TNN,"Updated: Jan 8, 2018, 11:56 IST","PANAJI: The excise department has directed all businesses engaged in the manufacture and sale of alcohol to obtain Food Safety and Standard Authority of India (FSSAI) licences from the designated state licensing authority immediately.In a circular issued last week, excise commissioner Amit Satija stated that it was mandatory for all manufacturers, importers, marketers, suppliers and retailers to obtain FSSAI licences under the Food Safety and Standards Act 2006/ Rules and Regulations 2011. Under these guidelines, alcoholic drinks are classified as food, too.An official in the excise department said while only bars and restaurants have been obtaining a licence from the Food and Drugs Administration (FDA) so far, all kinds of alcohol licences have now been brought under the ambit of the FSSAI. Around 11,000 liquor licences have been issued in Goa."
DGCA proposes alcohol test for flight crew at transit airports,PTI,"Oct 3, 2017, 19:57 IST","New Delhi, Oct 3 () Pilots and crew members might soon be required to undergo breath analyser tests at transit airports in case they enter the terminal building during flight duty, according to draft norms issued by the DGCA. The aviation regulator has proposed changes to the 'Procedure for medical examination of aircraft personnel for alcohol consumption' against the backdrop of more than 500 pilots and cabin crew of Air India coming under its scanner for allegedly skipping the pre-and post-flight alcohol tests this year. The Directorate General of Civil Aviation (DGCA) has also proposed that repeated violation of breath analyser test norms could result in suspension of the pilot's licence for up to four years, subject to certain conditions. At present, the quantum of punishment for the violations vary from three months to cancellation of pilot licence or grounding of cabin crew. ""During a flight duty period, if a crew member enters the terminal building at any transit airport, that crew member shall undergo the pre-flight breath analyser examination at that airport before undertaking the flight,"" as per the draft Civil Aviation Requirement (CAR). Under current norms, breath analyser or alcohol test is must for crew before and after operating a flight. ""For all scheduled flights originating from India, each flight crew member and cabin crew member shall be subjected to pre-flight breath analyser examination at first departure airport during a flight duty period,"" the draft CAR said. In case a crew member operates a flight without undergoing the pre-flight breath analyser examination, the Chief of Operations of the airline concerned has to ensure the ""the involved crew member is off-rostered at the first point of landing and same is reported to DGCA...,"" it added. About this proposed norm, a DGCA source said that over a period of time, it was felt that the management should also be held responsible if there are lapses. ""Therefore the emphasis is to make the management also accountable, not just the crew,"" the source said. An additional crew member who is to travel in the cockpit would also be subject to pre-flight breath analyser test, as per the draft CAR. The DGCA has suggested suspension of licence or approval of crew member for four years in case the person is tested positive for alcohol in both pre- and post-flight tests. ""If a crew member tested breath analyser positive in pre-flight medical examination in one instance and later tests breath analyser positive in post-flight medical examination in another instance or vice versa, the license/approval of crew member shall be suspended for the period of four years,"" it noted. According to the current norms, in case a crew member tests positive in pre-flight breath analyser test, the individual would be suspended for three months. Similar is the quantum if the crew member refuses to undergo or attempts to evade post-flight test. Now, the draft CAR has proposed linking violation of pre-flight and post-flight violations. If a crew member tests positive during pre-flight test or evades it and later, in another instance, evades a post-flight test, the individual would face suspension for three years. The source said the attempt is to ensure more clarity in the rules as very often it was contested that skipping a post-flight has no bearing on evasion of a pre-flight offence. ""This is just to ensure that there is no iota of doubt. Often violators say they misunderstood the rules so we are making them very clear,"" the source added. In the case of Air India, the airline and the DGCA held discussions on as many as 132 pilots and 434 cabin crew coming under the lens for allegedly skipped these tests. While apologising for the lapses, the airline has told the DGCA their actions were based on interpretation of CAR. ""There was no violation of breath analyser test at the last point for all the flights. We have sincerely apologised and assured the DGCA that we will carry out breath analyser tests as per their requirements and as per the clarity given on the CAR,"" Air India CMD Rajiv Bansal had said last month. JC RAM ABM"
Is liver disease the next major lifestyle disease of India after diabetes and BP?,PTI,"Oct 3, 2017, 19:57 IST",
Large deposits post DeMo ends anonymity of cash: Jaitley,PTI,"Sep 2, 2017, 23:09 IST","New Delhi, Aug 31 () A day after the RBI revealed that almost all of the Rs 15.44 lakh crore junked currency had come back, Finance Minister Arun Jaitley today said deposits of ""overwhelmingly large amount"" of money in banks has ended anonymity around it and helped fix liabilities. He said the fallout of the demonetisation of old 500 and 1000 rupee notes was on predicted line, with a hit on economic activity in one to three quarters but gains would accrue in medium to long term from integration of formal and informal economy. The RBI, which had so far shied away from revealing how much of junked currency came back to system post the November 8 note ban decision, in its annual report yesterday said banks have received Rs 15.28 lakh crore, or 99 per cent of the currency invalidated. According to submissions by its lawyers in the Supreme Court, the government had initially estimated about Rs 5 lakh crore would not come back into the banking system as holders of unaccounted money may find it difficult to deposit them in banks - the only source allowed for getting rid of old currency. Jaitley said despite the pain associated with demonetisation, the country was ready for this kind of change. ""It's nobody's case that the black money has totally been eliminated. There are still people who will be doing such transactions. But, I think, a large amount of that has come in,"" he said. Speaking at the Economist India Summit here, Jaitley termed as a ""very narrow vision"" to consider just the dent in RBI's profit due to printing of new currency as the cost of demonetisation. ""When the demonetisation was initially announced there was an element of uncertainty. There has not been many such experiments world over and therefore it is natural that there will be speculation as to how much money will come back,"" he said. The banned notes formed 86 per cent of the currency in circulation at that time. Holders of old notes were given a 50-day window to deposit them in banks. ""As the demonetisation progressed and the monies were deposited, it was quite clear that people have found ways and means, legitimately or otherwise, to get the money into the banking system irrespective of the consequences they will face later. ""It was clear that overwhelmingly large amount of money had come back into the banking system, something which was not of great consequences to us in the government,"" he said. The finance minister said it is quite obvious that people found the ways and ""I think it did shake the system."" But ""the fact that money has got into the banking system doesn't mean that they are legitimate money. Or the monies have got legitimately converted,"" he said. Depositing money in bank accounts had ended their anonymity. ""It means that the anonymity around the money which was otherwise floating in the system has come to an end. The money got identified with the owner. And henceforth he was fixed with explaining the liability of the money,"" he said. Jaitley said the fallout of demonetisation was on predicted line as ""more and more people will now be compelled to come into the tax net."" This was evident from the rise in personal income tax as well as collections from the GST, which compelled transactions to be brought within tax net, he said. Asked if demonetisation was good for the country, he said it was good for Indian citizens as they could not have lived indefinitely with an economy that was fastest growing in the world and yet had different colours of money. When the anchor asked those present in the hall to vote if they agreed that demonetisation was good, a majority of them said yes. Jaitley said despite the pain, the move had mass backing. ""I had a supportive voter immediately after the ... (demonetisation),"" Jaitley said, apparently referring to BJP's victory in Uttar Pradesh state elections in March 2017. On the cost associated with note ban, he said the status quo of a parallel economy running could not have been allowed to go on indefinitely. ""In third quarter (of 2016-17 fiscal) when demonetisation took place GDP wasn't substantially impacted. We had anticipated that one or two quarters could be impacted but the larger impact is you have 25 per cent more people filing income tax returns. ""Therefore when you say you spent money on printing of currency you have a very narrow vision ... currency replacement takes place even in normal course. If you hadn't been printing new currency but printing old currency. This is a kind of trifling argument,"" he said. JD ANZ MR"
"'Buy alcohol, get comments and stares for free', say Delhi women",TNN,"Jun 23, 2017, 01:00 IST","That Delhi can get unsafe for women is no state secret. Women have faced harassment while travelling to work in the Metro, partying at a pub, or even watching a movie. Although buying liquor from a wine shop might not be as common as the above tasks, it brings with itself, its fair share of harassment for women in Delhi-NCR. On Monday night, two women in their twenties from Gurgaon were groped, molested, and asked for 'their rate' by a group of men on Gurgaon's MG Road, after they bought alcohol from a store located there. The five-minute walk from the store to an auto-rickshaw turned into a horror story for the two. Across Delhi, women of all ages say that while such incidents might be extreme, the fact that a woman feels scared, isolated, and uncomfortable when buying alcohol from a liquor store holds true for almost all of them. ""Stares, sniggers, and snide remarks are part and parcel of every girl's liquor-buying experience in Delhi,"" women living in NCR told us (BCCL/ Ranjit Kumar)'A middle-aged man started giving me disapproving looks'In the area where I live, there isn't such a big deal about a woman buying alcohol. But a few months ago, I was at a friend's place in west Delhi for a party and decided to take a bottle with me. When I reached the billing counter, a middle-aged man standing next to me gave me disapproving looks and said, 'Aajkal ki ladkiyon mein tameez hi nahi hai.' I was irked by his patronizing tone, so I snapped back, saying, 'Uncle, aap bhi yahan koi prasad toh lene aaye nahi ho.' A few people laughed and that man immediately shut up.  - Namrata Singh, a resident of South Extension'Men repeatedly kept touching me at the store'Honestly, I have gotten used to the stares, glances, and rude comments from the men at liquor shops. Last December, I was at a liquor store on MG Road and there was a lot of rush at the counter, and men repeatedly kept touching me. As soon as I would turn, they would say, 'Bheed hai, galti se ho gaya.' When I tried to protest, one said, 'Ek toh ladki hokar daaru peeti hai, upar se lad rahi hai.' I didn't want to argue because there were three-four of them and I was alone, but it felt really scary - Preeti Arora*, from Phase V, Gurgaon There are several kind of comments that women get when they go out for buying liquor 'A drunk man asked us for our names and address and no one stopped him'You always feel judged, whether you go at night or during the day. Two of my friends and I had gone to a wine shop at around 10pm. The moment we were about to leave, a drunk man asked us for our names and where we lived, and nobody stopped him. There were two-three men around who just watched and smirked. I think women who wish to go out to buy liquor should be confident. Otherwise there is no way you can do this in Gurgaon - Khushi Sharma*, a studentIf you happen to make eye contact with men at shops, you get 'suggestive' looks in returnI've often bought alcohol from thekas in Def Col, CP, Mayur Vihar and Noida, without any male friend accompanying me. If it’s night and there are people at the shop, it is certain that people will stare and heads will turn to take a better look at you. It is written on their faces, 'oh ladki aayi hai daaru lene!' It’s best to ignore – just walk in, buy your stuff and get out of the place. No one has ever misbehaved with me, but people do stare. If shop owners notice it, they attend to me first as they too want a woman out of their store quickly. I have a friend who often buys alcohol from liquor shops in Mayur Vihar and it’s usually late in the night. She makes sure she never makes eye contact with anyone. She told me that if you do that, you get ‘suggestive’ looks from men at the shop. - Isha Gupta*, marketing manager from Greater NoidaWith a bottle in hand, you know that you are being judged by everyoneUnlike a guy, I can’t just go to a shop to pick a bottle. The ambience is such that you feel awkward. I prefer going in the afternoon and not beyond 7-8pm. But recently, I had to pick a bottle and it was almost 10pm. I thought really hard from where I could buy a bottle without being judged. I went to Nehru Place, but the distance from my car to the shop felt too long. With a bottle in hand, you know that you are being judged by everyone – be it the autowallah or the cop on duty.-Ankita Rai*, a software professional who lives in Malviya Nagar'Madam ko bottle pehle lekar jane do yahan se'I prefer going to malls when I have to buy alcohol or I order it. Once I had to buy alcohol and I was in CP, so I stopped my auto and went to a shop. Men at the store made way for me as soon as they saw me. And someone said, 'Madam ko bottle pehle lekar jane do yahan se.' Nobody misbehaved with me, but the tone in which it was said and the way they smiled at the comment made me uncomfortable. And then the autodriver told me, 'Madam, mujhe paise de deti, main hi le aata apke liye.'- Disha Sinha*, a bank employee who lives in Mayur ViharA drunk man walked up to us and asked our name. Others just smirked and watchedTwo of my friends and I had gone to a wine shop in Gurgaon at around 10pm. The moment we were about to leave, a drunk man walked up to us and asked us our name and where we lived. The shocking part was, nobody stopped him. There were two-three men around who just watched and smirked. I think, women who want to buy liquor should be confident. Otherwise there is no way you can do this in Gurgaon. - Khushi Sharma*, an MA studentStares are part of every girl’s liquor-buying experienceI have always purchased alcohol from liquor stores during day time, never from thekas. But even then I always feel conscious. That is because every time you walk in, everyone stares at you as if you have committed a sin. People tell me that merely stares shouldn’t make one uncomfortable. But when everyone is staring at you, it does make you uncomfortable. The stares, sniggers, and snide remarks (never to your face) are a part and parcel of every girl’s liquor-buying experience in Delhi. -Tanvi Mathur, a marketing professional from East DelhiIn Gurgaon, you have to be careful about the place you are buying liquor fromWhat happened in Gurgaon was a very unfortunate case. I often go out to buy alcohol and have thankfully never faced anything like this. It depends a lot from where you are buying alcohol. You have to be careful that you don't go to deserted areas. In Gurgaon, there are many such places where you have to think twice before going. And those thekas are equally dangerous for men and women.  - Shreya Bhargav*, who works and lives in Gurgaon I have been to a liquor shop twice in Gurgaon. The shopkeeper strictly meant business, so there were no judgmental looks. The first time when I went there, I was a bit scared because of the stigma around the idea of a girl going to a liquor shop. I had to convince myself that it was my choice and I can’t be judged for it. The more a place is secluded, the higher is the risk of something wrong happening to you. You must ensure that someone knows where you are, and try not to go alone. Also, your body language matters – be confident and firm.  -Jagriti Arora*, a PHD studentWe’re used to men staring at us, buying liquor or notWe went to a theka in Saket during day time, so we weren’t that scared. We walked in and picked up what we wanted. We could feel that people were staring at us. Nobody passed any comment, and I think it actually depends on the place where the wine shop is situated and the time when you are going to buy liquor. Living in Delhi, I am now used to people staring at us no matter what we are doing. So we did not make a big deal out of it and bought what we wanted and left. - Roshni Chawla*, a student who lives in SaketThere are only a few liquor shops in Gurgaon where a woman can go aloneBuying alcohol in Gurgaon alone is something that I usually. Though Gurgaon has thekas and wine shops in abundance, there are only a few where a woman can go alone and buy alcohol. I’ve never gone to any theka, but only wine shops in Sector 56. You do feel awkward the moment you enter the liquor shop and if you take time deciding what you want, you will ‘attract attention’. People will keep staring at you till you leave.  – Tanvi Shukla*, an advertisingprofessional who stays in Sector 56 in Gurgaon(* Names changed on request) -Abhimanyu.Mathur@timesgroup.com, Divya.Kaushik@timesgroup.com, Niharika.Lal@timesgroup.com and Riya.Sharma@timesgroup.com"
Infosys' audit committee looking into anonymous complaints,PTI,"Feb 22, 2017, 19:32 IST","New Delhi, Feb 22 () Infosys today said its audit committee has taken up the anonymous complaints sent to market regulator Sebi and a section of media and will be probing the allegations as per the company policy. ""The whistle blower complaints have been placed before the audit committee and as is normal practice, in accordance with the company's whistle blower policy, the audit committee is taking steps to initiate an investigation into the allegations made,"" Infosys said in a BSE filing. Earlier this week, an anonymous letter was sent to the Securities and Exchange Board of India (Sebi) and the US Securities and Exchange Commission alleging that the Israel-based Panaya acquisition was overvalued and that some Infosys executives may have benefitted from the deal. Infosys, however, has denied the allegations and said no member of its management team was involved in prior investments in Panaya. Infosys CEO Vishal Sikka had termed as ""false and malicious"" the stories and said the reports were ""designed"" to target him to the ""point of harassment"". In a strongly worded email to Infosys employees, Sikka said the reports questioning the company's acquisition of Panaya are ""orchestrated by people who are hell-bent on harming the reputation of the company and its employees"". In February 2015, Infosys had announced buying the Israeli automation technology company for USD 200 million or Rs 1,250 crore in cash. SR MKJ"
Kolkata nightclubs: Difficult to curb excess alcohol consumption,TNN,"May 19, 2017, 16:23 IST","KOLKATA: Nightclubs and pubs across Kolkata believe it could be difficult for them to curb excess alcohol consumption through the measures recommended by the police. They could face resistance from their patrons if their alcohol consumption is screened, they have pointed out. Also, nightclubs lack the legal authority to compel individuals to limit their alcohol intake, it has been argued. The Hotel and Restaurants Association of Eastern India (HRAEI) will meet later this week to review the recommendations.Around 30 nightclubs were recently advised by the police to make sure patrons hired a taxi in case they have been drinking heavily. Those who own a fleet of cars were asked to arrange for customers’ transport. Unruly customers who refuse to follow the advice should be forced to undergo a breathalyser test before they take the driver’s seat to determine if they are fit to be at the wheel, it was suggested. Those failing the test should be handed over to the police.""Policing is not our job. It is difficult to convince our patrons to refrain from driving in case they have indulged in excess drinking. First, how do you determine if an individual has crossed the limit? Also, it is difficult to ensure that a drunken patron actually takes a taxi back home. He could park his car at a little distance, get into a taxi to reach the place and eventually drive back. Finally, getting customers to take a breathalyser test would be near impossible. We lack the legal authority to do it. Also, it’s not easy to procure the instrument,"" said Sudesh Poddar, president, HRAEI.The latter felt that they it would be unfair to hold them responsible for drunken driving. “While we welcome the police’s recommendations, the job of implementing them can’t be left to us. Our patrons may not be honest about the volume of alcohol they have been consuming or the fact that they won’t drive back in case they have crossed the limit. Many hop pubs which makes it difficult to track their alcohol consumption. There would invariably be many who will claim to have a chauffeur to drive them back, but will actually be at the wheel themselves. We can’t conduct breathalyser tests. It would result in a chaos,” said TS Walia, owner of nightclub The Great Booze Story.The HRAEI plans to seek a more active police vigil around nightclubs. ""There should be police posting around clubs and patrons need to be screened. In case the police suspects drunken driving, they should stop them on the road. This is the only way we can prevent fatal accidents. We can’t do the screening job effectively,"" said a member.Nightclubs have also pointed out that they lack adequate parking space for their cars. ""If our members are expected to press their vehicles into service for customers, we need more parking spaces. The major portion of space available has to be left for visitors. I have no idea how to get around the problem,"" said Poddar."
Alcoholics Anonymous meet promotes ‘one day at a time’,TNN,"Jan 12, 2016, 03:01 IST"," Nagpur: Alcohol came into my life as I started giving company to my husband as good, dutiful wife. Soon a compatibility, a camaraderie formed between us leading me into a world from where there was no return. What started as a mere glass of joy soon trapped me into its noxious spell, destroying every relationship I ever had or hurting every person I ever loved. Drinking became my only obsession and alcohol my soul mate,” said Shanti, a fellow from Alcoholics Anonymous (AA). “Frolicking with friends, family events or any waking moment of my life was incomplete without a glass of eau de vie which finally took me to a realm of darkness with no escape. All the boundaries were forgotten and out of control, unable to express myself, I could only express my emotions through alcohol,” said Meenaxi, another addict who joined Alcoholics Anonymous through her psychiatrist. It was only when Shanti and Meenaxi were introduced to Alcoholics Anonymous, a fellowship of men and women helping them to de-addict, that they could gain normalcy in their lives. Sharing their experiences in a two-day workshop held in city, they pointed out that today, alcohol consumption in women is spreading like a wildfire. The workshop was organized by AA in which over 400 people pan-India participated. Various lectures and discussions were conducted to spread awareness about alcohol addiction. The members hope to spread more and more information about the fellowship so that more addicts can be saved just like they were. A spiritual path towards recovery was promoted by them. The fellowship is self-supported without any political and religious involvement. Their 12-step program helps save addicts ceasing them from relapsing. “Half a glass becomes one, one to two and sooner two becomes three and so on. Everything that once seemed alluring during the ecstasy of getting drunk, fades trapping the addict in the labyrinth of suffering,” said Devendra, who has been attending daily meetings and is now sober. The members claimed that it is the company of a person who understand their pain having suffered himself is what helps an alcoholic to finally recover. The fellowship aims to provide this support for alcoholics all over without any fees. The members also promoted the “one day at a time” motto which motivates the addict to postpone their drinking. They further stated that recovery is not the social stigma. “When drinking can start with “thoda aur” concept, it can be stopped in the same manner by “aaj nahi piyunga, par kal” concept. Eventually the addict will learn to avoid alcohol. The key is to surrender and admit your problem,” Devendra further stated. Help is available on 8600002440,9021112265 and 9860199992. (Reporting by Snata Bagchi)"
"Pilots' body warns of stir against move to ground 132 Air India pilots, 430 crew members",TNN,"Updated: Sep 8, 2017, 18:11 IST","NEW DELHI: With the Directorate General of Civil Aviation (DGCA)   threatening to ground 132 pilots and 430 cabin crew members + of Air India for skipping alcohol test, the Indian Commercial Pilots’ Association (ICPA), union of the erstwhile Indian Airlines’ pilots, has threatened to launch a protest against a senior official of the DGCA if the regulator acts against any pilot.The ICPA says Air India or its crew members are not at fault as the violation happened due to lack of clarity on rules. “We have come to know DGCA is on the verge of suspending licences of 132 pilots and 400 cabin crew for no fault of theirs. This is a clear case of vindication (sic) by (DGCA official). Inspite of our CMD writing to DGCA, taking the onus for not providing medical facility at transit stations and the airline management’s interpretation to carry out post flight medical after completion flight, DGCA is trying to suspend the licences of the pilots in a phased manner,” an ICPA letter issued by its general secretary Captain T Praveen Keerthi.“(The DGCA official) handpicked only two flights on narrow body and left out wide body flights. He has taken data from only past few months and not from the time of implementation of DGCA civil aviation requirement (CAR). There is no provision in CAR to suspend license in a phased manner. The above actions by (the DGCA official) are a clear indication of victimisation towards a section of pilots of specific fleet…. if any one of our innocent member pilot becomes a victim of DGCA for no fault of the pilot, we will resort to a full fledged protest against (the DGCA official),” Captain Keerthi’s letter says. “Crew of international flights have to undergo post-flight BA to check if they consumed alcohol available on board such flights. For example, we have a Dubai-Goa-Chennai flight operated by the same crew on the same aircraft. We did post-flight BA at Chennai when the crew would complete the entire flight they were rostered for. DGCA’s BA rule does not say that this check must be done at the first port of arrival in India. When we were asked to do the check at the first arrival airport, we started doing that,” said the senior official.The airline management has petitioned DGCA chief BS Bhullar, giving this logic to the regulator. Top DGCA officials say Bhullar is going to decide on the issue of grounding the crew shortly. "
"DGCA likely to ground over 130 pilots, 430 crew members of Air India for skipping alcohol test",PTI,"Updated: Sep 5, 2017, 23:27 IST","MUMBAI: The Directorate General of Civil Aviation (DGCA) is likely to ground over 130 pilots and 430 cabin crew members of national carrier Air India for allegedly skipping the mandatory pre- and post-flight alcohol test.These crew members had regularly been ""evading"" the breath analyser test over a period of time for flights to and from certain destinations such as Singapore, Kuwait, Bangkok, Ahmedabad and Goa, sources close to the development said.Aviation regulator DGCA has already served an ultimatum to the Air India management over the alleged safety violations by the airline's crew members ahead of its enforcement action, they said.As part of the DGCA's safety regulations, all pilots and cabin crew must undergo breath analyser test before and after flights.The queries e-mailed on Monday to Air India spokesperson on the issue went unanswered.Notably, aircraft rules prohibit crew members from taking any alcoholic drink 12 hours prior to the commencement of a flight.""The DGCA already brought it to the notice of Air India management that its 132 pilots and 434 cabin crew have evaded the mandatory breath analyser test, which is to be taken both before and after operating a flight. It is a safety violation and it (DGCA) is taking a suitable action against these crew members,"" a source said.Since the grounding of such a large number of crew members could cripple the airline's narrow body operations, the DGCA is likely to enforce its action in a phased manner, said another source.Significantly, the DGCA had in February suspended the flying license of Air India's then executive director for operations, Arvind Kathpalia, for three months after an internal probe found him ""guilty"" of skipping the breath analyser test for one particular flight.Kathpalia is now head of operations and a Board member at the disinvestment-bound Air India.Any crew member who tests positive in the pre-flight medical check or refuses to take a breath-analyser test is required to be taken off flying duty for at least four weeks and the airline is required to initiate disciplinary proceedings.As per DGCA, 224 pilots and crew members of various airlines failed the test in 2016, whereas 202 pilots and crew members failed the test in 2015.Read this story in BengaliRead this story in Kannada"
Electoral bonds will make donors anonymous to all except govt: Cong,"Jun 27, 2017, 06:35 IST","Jun 27, 2017, 06:35 IST","NEW DELHI: Congress has told the government that electoral bonds will keep donors anonymous from all except the Centre, suggesting that it would not be a desirable situation.The party is of the opinion that the very idea of providing anonymity to donors, as envisaged by the introduction of electoral bonds, goes against the principle of transparency in the electoral process. The lead opposition party has slammed the new system in its written views submitted recently to the finance ministry , and has sought a review of electoral bonds, it is learnt.In an initiative with far reaching consequences for political funding, finance minister Arun Jaitley announced changes which reduced the limit for anonymous donations from Rs 20,000 to Rs 2,000. He also proposed introduction of electoral bonds ­ political parties would be exempt from mentioning these donations in their reports to the I-T department and the Election Commission. The identity of donors will also be unknown to the recipient.Backing its proposal, the government argued this would check the flow of black money into party funds.Congress is learnt to have argued that bonds will not serve the stated objective of cleaning up electoral funding.Since parties will be free to receive donations from anonymous sources up to Rs 2,000, the system does not appear designed to check the inflow of illicit cash donations.Even when changes were proposed in the Budget, Congress had come out strongly against the measures, especially after the amendments were passed through a money bill. Congress leaders are suspicious that identity of donors through bonds will be secret from all bodies involved -the beneficiaries and the election watchdog -but the go vernment will have all the information about entities which buy electoral bonds.Party leaders apprehend that the government can use this information to bully corporate houses. The fear revolves around the possibility that a ruling party can coerce a business house not to make donations or to limit donations to a rival political outfit.The party managers argued that electoral bonds were brought in at the request of some corporate houses which were funding the BJP but did not want it to be public knowledge. Expressing surprise, Congress has told the Centre that even countries with sophisticated systems of political funding have not adopted the system of electoral bonds, sources said."
Stakeholders want uniform alcohol policy pan India,TNN,"Updated: Dec 27, 2016, 06:13 IST","PANAJI: India requires a uniform policy for the alcohol industry, which currently has different sets of rules for each state, Ssura Spirits chairman Ramprakash Patwardhan said. Speaking to TOI, other industry stakeholders agreed that while Goa did offer a simpler process, the industry finds it difficult to adapt to the rigid stipulations put in place by each state. Referring to the recent Supreme Court decision to ban the sale of alcohol along state and national highways, stakeholders said that it would affect alcohol retailers, especially those who have stores attached to their homes.“This ban will surely have a 30-35% drop in consumption. Revenue wise, about 20-25% drop is expected because the product pricing also varies,” alcohol distributor Liquid Gold’s proprietor Vivek Kerkar said.An importer of premium alcohol brands rued that changing policy decisions hamper the industry’s growth.“Border rules are different, if rules change then nobody updates them and it is not available online. There should be some common rules otherwise it is very difficult to handle business,” Kerkar said.Patwardhan, who is based in Bengaluru, stated that in terms of the ease-of-doing-business index for the alcohol industry, Goa was the easiest, which was one reason why companies prefer to launch their product in Goa.“Goa is the easiest, less complicated and very friendly,” Patwardhan said, suggesting that, “there should be a uniform policy, pan India. Policies should not be as complicated as they are today.”The Supreme Court’s order to ban the sale of alcohol along national and state highways will lead to the shutdown of over 50% of Goa’s taverns and liquor retails stores, which are situated along the highways."
Women’s body condemns draconian alcohol laws in Bihar,TNN,"Updated: Apr 16, 2017, 10:30 IST","RANCHI: The national executive committee of All India Progressive Women’s Association (AIPWA) on Saturday came out in support of the thousands of people who have been put behind bars for consuming alcohol in Bihar since the state enforced total prohibition in April last year. Significantly, Bihar chief minister Nitish Kumar during his election campaign had wooed women voters by promising a complete ban on alcohol if he came back to power. Chief minister Raghubar Das has also been under pressure from various to crack down against alcohol.AIPWA said it believes alcohol addicts are not criminals but victims and instead of putting them behind bars, the government must make adequate arrangements for their de-addiction and rehabilitation to prevent the hardships being faced by their families.Talking to TOI, AIPWA national president Kavita Krishnan said the demand for ban on alcohol was raised by women outfits and some state governments, including the one in Bihar, responded positively to the call. She however said that the social system goes haywire if alcohol addicts are treated like criminals. “More than 43,000 men have been put behind bars in Bihar for consuming alcohol. Such strict action has put their families in disarray and the women are now fighting to obtain bail for their husbands,” she said, explaining that the matter was discussed elaborately on the first day of the two-day AIPWA meet that started here on Saturday.The women’s wing of CPI-ML, known for policy advocacy for women’s rights, also discussed the moral policing that has become rampant in various states and made women victims of violence. “The anti-romeo campaign, which started in Uttar Pradesh and was replicated in Jharkhand, has raised serious concerns about women’s safety,” Krishnan said.She added that all adult women have the liberty to choose a partner, irrespective of caste and community, but they are being victimized by the anti-Romeo squads. AIPWA said it will take up the issue at the national level so that no political party or social outfit is allowed to attack on women on the pretext of protecting women.Krishnan also discussed the salient features of the recommendations made by a high level committee formed on personal laws in 2012 and asked the members to build consensus throughout the country to adopt these recommendations. She said AIPWA strongly condemns triple talaq, but also believes that the issue hs been taken up with a political motive to communalise and polarise the society."
"Experts say those drinking in public are addicts, unable to control their urge","Aug 31, 2015, 03:37 IST","Aug 31, 2015, 03:37 IST"," Nagpur: Despite numerous bars and restaurants coming up in the city, the alleys and dark lanes near local wine shops and country liquor bars are the most sought after places by drinkers. Though the reasons for drinking in public vary for different customers, experts are of the view that people found drinking outside wine shops are mostly compulsive drinkers and regular customers of the shops. Experts believe casual drinkers would not prefer to drink out in the open, Sociology lecturer Kiran Trivedi said people drinking outside wine shops are addicts, who are generally unable to control their urge for alcohol. “Casual drinkers are not in for one-off quickies. They would usually prefer to sit in a room and enjoy their drinks. Alcohol addicts, who have lost their ability to think rationally and have no shame, do not hesitate to drink in public as place and time hardly matters for them,” she said. The drunkards do not shy away from drinking openly near wine shops as they have no fear of punishment. Psychologist Anupama Gadkari said that addiction takes away inhibition in people and their good mind to make proper decisions. “Such addicts have no discretion left regarding where to consume alcohol, how to drink or behave in public or whether to drive after drinking or not. This indecisiveness becomes a part of their addiction behaviour, and they become incapable of gauging after-effects of their actions,” she said. Adding that the fear or knowledge of consequences gets overpowered by their addictive urge, she said, “When drunk, they have no sense of right and wrong and it is quite possible that they can resort to more violent or aggressive behaviour.” Nilesh Mankar from Alcoholics Anonymous (AA) said boozers prefer drinking right after purchasing liquor from wine shop as it saves them time and money. “Firstly, habitual drinkers have an uncontrollable urge to consume alcohol and that is why they start drinking as soon as they step out from the shop. Another reason is that many cannot afford to sit in a bar and drink,” he added. De-addiction counsellor Ravi Padhye agreed, “Casual drinkers prefer going to bars and restaurants but regular ones cannot afford to spend extra rupees on service tax etc in restaurants. They also have this psychological myth that liquor purchased directly from wine shops is original.” Women activist and practicing lawyer V Chandra pointed out that police inaction has made these alcoholics fearless. “They drink in residential areas openly, since the fear of punishment is missing. Try stopping them and they would say when the policemen themselves drink, who will catch us. With such a mindset, they send wrong message to the society by showing that nobody can stop them,” she said."
